candidate_id,候选名称,候选层级,数字员工候选,三宝Preset候选,业务价值类型,问题类型,主核心能力,包含skill数,平均置信度,优先级,代表技能,建议下一步,复核原因
SANBAO-38f531e6-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜实验/评估,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,实验/评估,40,0.665,P3-先补证,pb-cto-04；pb-cto-04；用户故事拆解；code-review-excellence；paper-萃取；pydeseq2；requirements-analysis；bloom-quiz-maker,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,15 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-0d5fe160-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜合规/规则扫描,原子技能组候选,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,合规/规则扫描,2,0.875,P2-可评审,cangjie-regulations；Defense-in-Depth Validation,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-6cacb7a8-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜工程模式/自动化,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,工程模式/自动化,11,0.846,P3-先补证,to-spec；dev-workflow；python-resilience；codebase-design；codebase-design；codebase-design；competition-zip-archive；competition-zip-archive,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-00770cb9-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,按技能原文流程执行,25,0.689,P3-先补证,dispatching-parallel-agents；validate-branch；validate-branch；writing-plans；writing-plans；writing-plans；writing-plans；git-master,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,7 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-755f6c1c-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜DiD/因果推断,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,DiD/因果推断,37,0.884,P3-先补证,p2s-agentrouter-kg-guided；p2s-agentrouter-kg-guided；p2s-docre-document-level-relation-extraction；p2s-docre-document-level-relation-extraction；cookie-debugging；cookie-debugging；doubao-medical-literature-translation；doubao-medical-literature-translation,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-c1b72517-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜NLP/情感分析,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,NLP/情感分析,18,0.922,P3-先补证,dws；p2s-gcc-cpc-document-validator；p2s-gcc-cpc-document-validator；p2s-product-safety-complaint-risk-model；p2s-product-safety-complaint-risk-model；p2s-scrable-review-response-generation；p2s-scrable-review-response-generation；doubao-customer-service,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-8090e13a-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜预测建模,场景工作流候选,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,预测建模,16,0.95,P2-可评审,p2s-context-engine-architecture；p2s-context-engine-architecture；p2s-decrl-temporal-kg-evolution-prediction；p2s-decrl-temporal-kg-evolution-prediction；p2s-demand-driven-kb-construction；p2s-demand-driven-kb-construction；p2s-dual-rag-context-engine；p2s-dual-rag-context-engine,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-51396d4c-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜优化/运筹,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,优化/运筹,38,0.936,P3-先补证,p2s-deeprag-step-by-step-retrieval；p2s-deeprag-step-by-step-retrieval；p2s-human-ai-trust-calibration-maternal；p2s-human-ai-trust-calibration-maternal；p2s-mcp-a2a-protocol-stack；p2s-mcp-a2a-protocol-stack；p2s-mixture-of-experts-routing；p2s-sandlock-agent-execution-sandbox,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-5799ec64-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜RAG/知识检索,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,RAG/知识检索,9,0.938,P3-先补证,p2s-ai-parenting-advice-hallucination-guard；p2s-ai-parenting-advice-hallucination-guard；p2s-brand-registry-infringement-tracker；p2s-brand-registry-infringement-tracker；insights-repository-kit；p2s-frames-rag-factuality-multihop；p2s-frames-rag-factuality-multihop；lovrabet-cli,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-4f53d01d-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,知识图谱/本体建模,45,0.834,P3-先补证,p2s-knowledge-base-version-control；p2s-knowledge-base-version-control；p2s-knowledge-graph-auto-update；write-spec；显示名称；显示名称；postgresql-development-cloudbase；postgresql-development-cloudbase,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-adfa9e37-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜视觉/多模态,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,视觉/多模态,4,0.912,P3-先补证,partner-ecosystem-map；employment-contract-templates；simplify-codebase；save-system,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-36d11d27-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜实验/评估,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,实验/评估,2,0.935,P3-先补证,risk-heatmap；sunlight-analysis,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-eca1a597-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜合规/规则扫描,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,合规/规则扫描,10,0.796,P3-先补证,create-adaptable-composable；doubao-identity；doubao-identity；doubao-identity；doubao-identity；different-variables-types；process-doc；Skill-Negative-Keyword-Safe-Guard,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,2 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-673c4900-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜工程模式/自动化,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,工程模式/自动化,4,0.85,P3-先补证,agentic-structure；security-research；security-research；security-research,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-2adf19f5-治理合规,知识与研发资产 × 治理合规 Preset 候选｜治理合规｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 治理合规 Preset 候选,知识与研发资产,治理合规,按技能原文流程执行,3,0.883,P3-先补证,KA 商务多语言适配（英/德/法商务风格）；intended-vs-implemented；intended-vs-implemented,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核；核心能力未结构化
SANBAO-6e2383d3-数据质量,平台工程与自动化 Preset｜数据质量｜DiD/因果推断,待复核资产池,平台工程助手,平台工程与自动化 Preset,知识与研发资产,数据质量,DiD/因果推断,10,0.822,P3-先补证,kimi-webmcp；godot-data-driven-config；kpi-reporting；competition-forensic-timeline；competition-forensic-timeline；competition-forensic-timeline；competition-forensic-timeline；competition-forensic-timeline,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-33100bc3-数据质量,知识资产与RAG Preset｜数据质量｜NLP/情感分析,场景工作流候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,数据质量,NLP/情感分析,6,0.95,P2-可评审,p2s-layoutlm-document-structure-parsing；p2s-layoutlm-document-structure-parsing；p2s-ontology-llm-autobuild-sc；p2s-ontology-llm-autobuild-sc；p2s-promptguard-injection-defense；p2s-promptguard-injection-defense,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-7ccdbc20-数据质量,知识资产与RAG Preset｜数据质量｜预测建模,原子技能组候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,数据质量,预测建模,2,0.95,P2-可评审,p2s-knowledge-conflict-detection-resolution；p2s-knowledge-conflict-detection-resolution,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-f5e15d40-数据质量,平台工程与自动化 Preset｜数据质量｜优化/运筹,待复核资产池,平台工程助手,平台工程与自动化 Preset,知识与研发资产,数据质量,优化/运筹,10,0.915,P3-先补证,complex-skill；complex-skill；complex-skill；complex-skill；zinc-database；legacy-system-visualizer；quality-driven-dev；fastapi-pro,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-f624f67c-数据质量,知识资产与RAG Preset｜数据质量｜RAG/知识检索,原子技能组候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,数据质量,RAG/知识检索,3,0.95,P2-可评审,p2s-poisonedrag-knowledge-poisoning-defense；p2s-poisonedrag-knowledge-poisoning-defense；Data Validation Rules,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-4b849b25-数据质量,知识与研发资产 × 数据质量 Preset 候选｜数据质量｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 数据质量 Preset 候选,知识与研发资产,数据质量,知识图谱/本体建模,59,0.808,P3-先补证,data-context-extractor；lexiang-setup；p2s-schema-evolution-data-contract；dbt-transformation-patterns；latex-check；market-sizing；meeting-minutes；design-kpis,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,7 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-d6a2dd82-数据质量,知识资产与RAG Preset｜数据质量｜视觉/多模态,待复核资产池,经营知识管理员,知识资产与RAG Preset,知识与研发资产,数据质量,视觉/多模态,5,0.746,P3-先补证,component-refactoring；dia-scoring；theme-factory；Skill-Product-Image-Quality-Assessment；Skill-Product-Image-Quality-Assessment,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
